asymptote,mid,m,Tm,r2,Protein,species
0.2450108403353744,46.58973229536253,1112.7055507410166,47.94595844863761,0.993849129198174,A6NMQ1_POLA1,Homo sapiens K562 lysate
0.29012384985853523,47.73821417499502,766.2476232865541,50.48797663155558,0.9716751345691831,A6NNH0_GATSL1,Homo sapiens K562 lysate
0.24943383416244078,42.934058064253676,8727.223390704625,43.21386897048781,0.934574736309072,A6PW57_PIP5K1A,Homo sapiens K562 lysate
0.26398417806113944,46.97884130814598,1046.9714912320194,48.6391323077131,0.9800906879041578,A6QRH7_FAM3A,Homo sapiens K562 lysate
0.10896985928707137,50.045803403084435,9999.01639238032,50.20440468657137,0.9756392166783692,A8K0B5_ZBTB8OS,Homo sapiens K562 lysate
8.093525614068686e-23,48.283822571214564,755.3971001509186,48.28877764606125,0.9895263846605921,A8K7Q2_HSPA8,Homo sapiens K562 lysate
0.2707757250182475,49.65544990720118,1146.6297767400088,51.41568283060648,0.9732029882807236,A8MPS7_YDJC,Homo sapiens K562 lysate
0.3738945720451142,48.921343798555206,1115.3951423129004,52.07670140275626,0.9048729004794064,A8MRB1_S100B,Homo sapiens K562 lysate
0.1799271141147565,47.847365360888844,1526.0172581561012,48.54821838181926,0.9925288590438107,A8MTK3_POT1,Homo sapiens K562 lysate
0.10108290683528798,45.466977308640736,664.5165844914054,46.18715610085974,0.9720740330519583,A8MTY9_DSCR3,Homo sapiens K562 lysate
0.11338778822359792,49.0058930776379,1197.9085239637716,49.53944779165683,0.9974787989276579,A8MU28_NAE1,Homo sapiens K562 lysate
0.16129196632469636,45.545595268586425,727.9349127040692,46.69400525070284,0.986669411233227,A8MUB1_TUBA4A,Homo sapiens K562 lysate
0.07565870734307054,50.602699698483995,762.1264152185545,51.164881145845335,0.9905369004771893,A8MUM1_TSSC1,Homo sapiens K562 lysate
0.1441728569921401,47.84354925044585,701.075885137966,48.981297448947245,0.9906936036921331,A8MVN1_DGKZ,Homo sapiens K562 lysate
0.169017227847801,49.97905552719031,1641.0310290279804,50.633052711672825,0.9952213149326021,A8MVQ8_GGPS1,Homo sapiens K562 lysate
0.4272479785647818,46.547503305383735,9999.999973367987,46.98184771990829,0.9748779900612619,A8MVW0_FAM171A2,Homo sapiens K562 lysate
0.15598706086916322,46.972528624827454,1005.4705802089444,47.81564955599419,0.9706598575338327,A8MVZ6_BICD1,Homo sapiens K562 lysate
0.1303836504562534,45.3305333343711,823.9417677923672,46.10209123188554,0.9956007765504604,A8MXB9_SUMF2,Homo sapiens K562 lysate
0.1084756113411308,52.16799003105101,1565.3867506002964,52.60817746886542,0.9884984747493437,A8MXV4_NUDT19,Homo sapiens K562 lysate
0.05443316867488847,48.03266302571464,1617.6576951524787,48.207805085162725,0.998532290389263,A8MZF9_DRG2,Homo sapiens K562 lysate
0.3372707083721094,46.35909333071365,482.15649823148857,51.969908463825035,0.9642760518880449,A9Z1X7_SRRM1,Homo sapiens K562 lysate
0.1453714047474164,48.853961198721024,744.8559164457376,49.9808595515038,0.9902720317375044,B0FLL2_PFKFB2,Homo sapiens K562 lysate
0.1521178571826474,48.201818200666075,1762.9338884006845,48.699637840692255,0.9985916498212796,B0QY89_EIF3L,Homo sapiens K562 lysate
0.10588878869369524,48.29373443284006,1257.4694216174862,48.74696511434634,0.9984390099572109,B0QY95_SMCR7L,Homo sapiens K562 lysate
0.195107629297193,44.32482254415654,1072.0196660814895,45.268365611263754,0.9537748079871032,B0S7V7_CCHCR1,Homo sapiens K562 lysate
0.44486727820261857,50.14945769554441,9999.999999936632,50.89409244264545,0.9283042613170989,B0S872_PPT2,Homo sapiens K562 lysate
0.2864707788428552,46.684828330113525,1394.3907451682312,48.06225056189923,0.9859914173810886,B0UXB6_ABHD16A,Homo sapiens K562 lysate
0.2605956084399691,43.911133176615536,875.7765321786953,45.61714677908975,0.977836367748329,B0UZY3_EHMT2,Homo sapiens K562 lysate
0.10467735581413658,44.265145170241325,1290.7912386406654,44.636571794827,0.997976855244791,B0V043_VARS,Homo sapiens K562 lysate
0.11269479324976744,48.90344398021248,1091.1262897891233,49.48197005262647,0.9928021630718742,B0YIW6_ARCN1,Homo sapiens K562 lysate
0.05077023135872379,47.12919211834263,563.0645526964666,47.562072577243434,0.9948553584509021,B1AH59_ASCC2,Homo sapiens K562 lysate
0.16539951328220492,46.3611595302453,1002.0742761821949,47.25248650867385,0.9923749805351985,B1AHD1_NHP2L1,Homo sapiens K562 lysate
0.020254766050581553,50.44018172724348,406.4565874605837,50.70466688110423,0.9613311694557564,B1AHQ6_CENPM,Homo sapiens K562 lysate
0.26588467187888437,48.32176111253609,1030.1316049472046,50.115076332308476,0.9556041965907563,B1AK53_ESPN,Homo sapiens K562 lysate
0.22308010662347305,48.7810713824263,1582.026952939809,49.7075262862915,0.9164938284848885,B1AK81_PIGK,Homo sapiens K562 lysate
0.10281238420771929,53.198367979325965,821.2548057858406,54.00379858850418,0.986006366229738,B1AK87_CAPZB,Homo sapiens K562 lysate
0.10780903603048962,49.398303857099144,1027.0297323758257,49.98269406550095,0.9912696415215926,B1AKJ5_NRD1,Homo sapiens K562 lysate
0.421282909299513,49.81193889588966,808.7606296160587,56.23167204634954,0.9807661698058682,B1AL69_CDC37L1,Homo sapiens K562 lysate
0.4714946477104845,46.221858795766366,829.3889030946398,55.00277378652719,0.9210712695178179,B1ALG6_HELLS,Homo sapiens K562 lysate
0.10737261100950143,49.79000687557673,1326.8849731051248,50.25742908614586,0.9847230780890653,B1AMF0_UBE2J2,Homo sapiens K562 lysate
0.31418638651745867,46.32920806413328,659.2333316880109,49.805768861305715,0.9834794078155635,B1AMS2_SEPT6,Homo sapiens K562 lysate
0.13281557542409264,47.780173157067644,1395.408065483312,48.30682637190665,0.9882186295305412,B1AMU7_EXOSC1,Homo sapiens K562 lysate
0.09331030691385964,46.903807483076456,1026.025946851564,47.36220875673084,0.9955990190280634,B1ANH0_GUK1,Homo sapiens K562 lysate
0.36226872901694857,50.28854173823764,1408.0251321136143,52.74710193186701,0.9879772045158173,B1APM4_SOAT1,Homo sapiens K562 lysate
0.3290479216891789,45.51991927814091,1050.1857718588612,47.76472452015538,0.9090574092238144,B1APN9_PPFIA4,Homo sapiens K562 lysate
0.3190780329187989,47.48250843336666,1501.5564695332146,49.070410285490226,0.9770808278576727,B3KP81_MEIS2,Homo sapiens K562 lysate
0.3082725033011296,52.09579251001897,757.8057619540077,55.78307170182084,0.9862637929135213,B3KPG5_WDR20,Homo sapiens K562 lysate
0.16736762824049614,49.99871180922146,1069.456324256017,50.97130483313077,0.9886054065060913,B3KQZ9_TRADD,Homo sapiens K562 lysate
0.02801251473291589,47.63870620552057,872.7382216927768,47.79230737893048,0.9774795140184941,B3KR64_SLC25A12,Homo sapiens K562 lysate
0.2549246781765077,50.00538209203013,1429.8230120411206,51.30915966949986,0.9914644544427875,B3KS98_EIF3S3,Homo sapiens K562 lysate
0.24611277961831937,48.32873089080433,1342.178321391208,49.56414942895374,0.9853404116890451,B3KSH1_EIF3F,Homo sapiens K562 lysate
0.24169580457514092,49.0290540660423,910.4531575750036,50.846542590283505,0.9760039573797837,B3KSI9_LZTFL1,Homo sapiens K562 lysate
0.09761836009707596,44.76191948566716,684.1074946335386,45.41727565596416,0.9959728209076218,B3KVZ3_CENPH,Homo sapiens K562 lysate
0.16835544389780638,49.01315221284784,2002.466734148238,49.53566499158456,0.9790115810104735,B3KY83_RXRA,Homo sapiens K562 lysate
0.38229468441981945,50.01439947845883,2747.5114920567116,51.44994814218825,0.9644931755321706,B4DDF4_CNN2,Homo sapiens K562 lysate
0.21182627587772157,46.08830471371053,860.3238994741153,47.50827405275936,0.9954426402395712,B4DDV3_SIRT6,Homo sapiens K562 lysate
0.17163544213045745,48.8956688164425,1277.8488470648424,49.708916183996685,0.9969139761248231,B4DDY8_HARS2,Homo sapiens K562 lysate
0.2745606678344998,45.08534084296426,637.0800397945916,47.79074883936547,0.9666211232661897,B4DE16_CTNNBL1,Homo sapiens K562 lysate
0.06025254452136522,44.599052959766446,1286.808402065036,44.801966596267334,0.997510999270141,B4DEK4_SNX2,Homo sapiens K562 lysate
0.12522084415490195,46.64942529011365,1150.985537840454,47.21229149509511,0.994539870390031,B4DEX5_PRNPIP,Homo sapiens K562 lysate
0.16589867949434314,46.796116547840796,1116.5910492618607,47.61611762845267,0.9952049852268118,B4DF64_HAUS3,Homo sapiens K562 lysate
0.12532251161232275,44.36908138408057,850.9674691520937,45.04969359853234,0.9939189662045177,B4DFL2_IDH2,Homo sapiens K562 lysate
0.06761499161279236,50.3210594669752,460.9907783797298,51.13519102116172,0.9799122968147451,B4DFQ4_COMMD1,Homo sapiens K562 lysate
0.2175736416920662,45.77369489254548,816.2681399483114,47.304029739395574,0.9804974318921225,B4DGW0_PIAS2,Homo sapiens K562 lysate
0.12599139378156582,51.588755656899586,960.7527842689718,52.41684232186871,0.9962074629361437,B4DGX2_PIP4K2A,Homo sapiens K562 lysate
0.3218313112640848,46.69557150222684,1578.632812577859,48.19424604630152,0.9328682256379051,B4DH53_MAP1S,Homo sapiens K562 lysate
0.12713694725392488,44.489733278332906,811.2151099343512,45.22720917985206,0.9982826812196666,B4DJ07_EXOC7,Homo sapiens K562 lysate
0.14532752403594706,44.11501226446082,720.845984951531,45.06563052010995,0.9962225641393713,B4DJ85_GLMN,Homo sapiens K562 lysate
0.09052737156207895,48.5030680478701,853.7588859048442,49.06241084037226,0.9927847998425844,B4DJA5_RAB5A,Homo sapiens K562 lysate
0.08917343440929267,49.09235235032466,1721.7416847960205,49.383960455687664,0.9984129535367634,B4DJV2_CS,Homo sapiens K562 lysate
0.30264599939611947,46.52161107854255,1987.8065492957485,47.60586781072443,0.9690417318095901,B4DK69_AKR1C2,Homo sapiens K562 lysate
0.4160163897954335,46.287149756987034,9049.126451142845,46.868917905626965,0.930851104414614,B4DK80_TOP3A,Homo sapiens K562 lysate
0.4911562782564748,46.749163225436114,1058.7128359091898,56.901311723326316,0.90460484864316,B4DKB2_ECE1,Homo sapiens K562 lysate
0.4116146015746204,46.79582880515578,434.8032817239157,57.540124505222686,0.9196630644507774,B4DKV7_EPS8L1,Homo sapiens K562 lysate
0.1711426971261028,47.866873012515114,1187.1293731149067,48.703117446503704,0.9965247552970521,B4DLR8_NQO1,Homo sapiens K562 lysate
0.36178878145398213,46.95432898824977,756.1030631472621,51.03206286254162,0.959060967621347,B4DME9_KLC4,Homo sapiens K562 lysate
0.3746422280099177,50.43633497885702,1723.4225448544025,52.613643345502425,0.9150540440333302,B4DP11_PTGES3,Homo sapiens K562 lysate
0.11725919534299456,46.64260708516189,515.4975467538002,47.803780780884395,0.9847465687620014,B4DPY5_SNX11,Homo sapiens K562 lysate
0.14136784104173766,44.97302433611208,579.917548386552,46.169233322410896,0.9883389974065061,B4DQ51_ACADSB,Homo sapiens K562 lysate
2.581514369504359e-22,46.34034582240118,820.8909011875147,46.34602803721273,0.9942490845662825,B4DQE7_HDAC8,Homo sapiens K562 lysate
0.09507898779301675,51.16477535461742,2171.606421042445,51.437419085852525,0.9946979935206056,B4DQJ8_PGD,Homo sapiens K562 lysate
0.48657398915019956,48.39086890408823,1894.6127621623423,53.39172696168283,0.9362077426992536,B4DQP0_AKIRIN1,Homo sapiens K562 lysate
0.14243878825131842,47.268995828775886,1256.023479130794,47.878333953861585,0.9987482837651042,B4DR52_HIST2H2BF,Homo sapiens K562 lysate
0.05847981752071261,44.717365508508074,524.0999552559714,45.20230231597362,0.9919831961641702,B4DR67_ALG5,Homo sapiens K562 lysate
0.11973893629078897,47.06871581929214,952.2492675215157,47.723105339120806,0.9954508763582787,B4DR80_STK24,Homo sapiens K562 lysate
0.12627586593970214,45.44036332787833,848.1280299861305,46.168225460572785,0.9862192431925505,B4DRC4_ASB6,Homo sapiens K562 lysate
0.10426689646393764,42.88701430400607,9825.599405860787,42.86226637590387,0.9689528267163288,B4DS55_CCDC132,Homo sapiens K562 lysate
0.23860756963843574,45.00460089151374,869.230760698754,46.588539113326604,0.9706952642750112,B4DSD4_C9orf41,Homo sapiens K562 lysate
0.08610085493406858,43.571765064026366,591.3426296818981,44.19338655439695,0.9898235657895655,B4DSS5_KIAA0513,Homo sapiens K562 lysate
0.326067993915176,48.85037979653205,2414.620723337037,49.93107697575252,0.9840966207911592,B4DSS8_PTBP2,Homo sapiens K562 lysate
0.08510463642590364,50.02709638120977,9986.870613530207,50.145514217940594,0.9914016879708908,B4DT77_ANXA7,Homo sapiens K562 lysate
0.12281418338283547,47.89954192784174,574.4572809933577,49.054468713723296,0.9777847651040822,B4DUB9_SLC35F2,Homo sapiens K562 lysate
0.3787619331437771,48.61277653231247,1434.227338235082,51.07780556297967,0.9167202425696782,B4DUE9_SERINC3,Homo sapiens K562 lysate
0.11152828207107235,52.17913206292315,1434.9401480085721,52.67225982457409,0.9959608736016557,B4DUS9_BPNT1,Homo sapiens K562 lysate
0.08671829326807912,48.329672004622175,2046.3522430899382,48.56160462740264,0.9990145118501149,B4DVE7_ANXA11,Homo sapiens K562 lysate
0.10664137543192809,47.20550228066837,1349.5955215747667,47.61684832102351,0.953580265375583,B4DVH1_LMAN2L,Homo sapiens K562 lysate
0.19040402025447808,49.673210731794406,1404.977431184258,50.550062063404795,0.9958423383564128,B4DVT3_VWA9,Homo sapiens K562 lysate
0.0983548260138201,50.264371952230704,494.8468837404288,51.415439880637614,0.9908749246353064,B4DWI1_HACL1,Homo sapiens K562 lysate
0.391380402757459,44.524661935404275,1009.1546518202804,47.77029216706382,0.9848533752095909,B4DXZ6_FXR1,Homo sapiens K562 lysate
0.2934844659958943,46.306277554300685,1015.846329017607,48.27345647173611,0.9895560438006763,B4DZG6_TMEM48,Homo sapiens K562 lysate
0.24238149915414633,46.14739538943091,552.6359341399857,48.85937753853442,0.9678429887449085,B4DZG7_ARL1,Homo sapiens K562 lysate
0.18844824991132372,46.05277296152267,1466.977501987221,46.76208584778629,0.9952594362171252,B4DZH6_HDAC6,Homo sapiens K562 lysate
0.20510412956424237,48.88032875597021,1480.1539821920117,49.76316936348144,0.9961756972388027,B4DZI8_COPB2,Homo sapiens K562 lysate
0.14758486477325566,50.0851996542228,9999.999990035738,50.30657707196685,0.9459152427388651,B4DZW6_RMDN1,Homo sapiens K562 lysate
0.0686394966263565,44.43883367207653,923.9675839317878,44.76221498860225,0.9991679409240573,B4E0K5_MAPK14,Homo sapiens K562 lysate
0.32018746281706456,48.12469128628093,1136.6526867213731,50.33059365794423,0.9727518949137356,B4E1D7_PNPO,Homo sapiens K562 lysate
0.1609443279803801,46.48056247134574,804.9472723463484,47.560427456444515,0.9261981570098422,B4E1N6_RAF1,Homo sapiens K562 lysate
0.16152069779974715,49.09551904887802,2113.3445020010636,49.5683409919229,0.9899279874190205,B4E2W0_HADHB,Homo sapiens K562 lysate
0.17148470884322564,45.88121776187944,897.5416078116162,46.89318307861856,0.9953433985742152,B4E2X3_METTL13,Homo sapiens K562 lysate
0.2928944092986347,48.5575674594873,543.2961833060336,52.72168966490826,0.9847701149950118,B4E321_OS9,Homo sapiens K562 lysate
0.38813959601553677,47.3839776421439,1224.2091839233537,50.336933418348416,0.9772785951349041,B4E3E5_DVL3,Homo sapiens K562 lysate
0.11248025014657766,50.56920947476991,916.7979050012243,51.29958204312298,0.9957643775112685,B5MC59_RPA3,Homo sapiens K562 lysate
0.17375406589234785,45.992797360340255,695.1536465217071,47.34223545147521,0.9961633327948174,B5MCA4_EPCAM,Homo sapiens K562 lysate
0.15665881463658787,44.49358492451522,1078.8605045591487,45.20744896048597,0.995595357651385,B5MCF9_PES1,Homo sapiens K562 lysate
0.1258947438000341,44.407462833805056,690.6164521379503,45.26107329072696,0.9919359640483681,B5MCT8_RPS9,Homo sapiens K562 lysate
0.4242599857969688,49.11488833777296,1264.592501374745,52.99980879383719,0.9642500834161777,B5MCU0_R3HDM2,Homo sapiens K562 lysate
0.09861134877318428,47.78612917423889,476.37935879312744,48.86629940696742,0.9796739669216767,B5MCV2_D2HGDH,Homo sapiens K562 lysate
0.05177719736201004,46.80788700293219,706.0830600057344,47.15410722882094,0.9904939682239758,B5MDU6_C2orf43,Homo sapiens K562 lysate
0.3544311106746163,41.552398439373086,967.1627382555477,43.893989175941144,0.9843296485098618,B7WP27_CWC22,Homo sapiens K562 lysate
0.23624552828326237,48.64035709373528,960.3275356976843,50.28531543124721,0.9899406967978696,B7WPE2_EML3,Homo sapiens K562 lysate
0.20466280848326066,45.73836465631912,963.8346327537465,46.91563215575883,0.9919338581886726,B7Z1I0_ILK,Homo sapiens K562 lysate
0.06628092037948004,53.40420543591637,1775.6090485241953,53.64096341532368,0.9964379206799073,B7Z254_PDIA6,Homo sapiens K562 lysate
0.07903029919450502,47.55272982374349,875.3869851266579,48.00141337517596,0.9942436013310088,B7Z2C3_PPM1F,Homo sapiens K562 lysate
1.1948856260819364e-31,59.15344274241308,632.1674462177587,59.1558790440052,0.9654302656694276,B7Z2X9_ENO2,Homo sapiens K562 lysate
0.2510379229083459,51.32682204714362,1454.5062813114448,52.64536941254844,0.9908747520633918,B7Z382_NT5C2,Homo sapiens K562 lysate
0.2686048416184584,50.933224946766465,1933.1667459127138,51.989811229620095,0.9622524098518289,B7Z3I5_EVL,Homo sapiens K562 lysate
0.10432352099028049,45.229621122458134,610.7040107966748,46.02852414224009,0.9566213348998178,B7Z3T9_LZTR1,Homo sapiens K562 lysate
2.6170242176179447e-16,45.14152379962389,407.102560229188,45.144498030294535,0.902925327081065,B7Z463_NPEPPS,Homo sapiens K562 lysate
0.2464519778800381,48.8805624368018,1508.20840722872,49.982232355160015,0.9928561957062114,B7Z491_MTM1,Homo sapiens K562 lysate
0.25787954551986947,46.530911830439614,787.6227129467674,48.63164693632839,0.9903418725878957,B7Z5C3_PFKFB4,Homo sapiens K562 lysate
0.12800314579648273,46.445843463178385,822.2901666173228,47.24453124277274,0.9968435383421628,B7Z5N5_SMAD2,Homo sapiens K562 lysate
0.08734709372057885,46.70262533081523,861.7733074631882,47.20104407210657,0.9983328787387973,B7Z5R1_AKT1,Homo sapiens K562 lysate
0.48473725558092196,47.98785336907728,1357.2425481160187,54.78373464357465,0.9683390271950468,B7Z5R6_NBR1,Homo sapiens K562 lysate
0.2123672014435585,44.91070618303063,741.31313843414,46.48422954151342,0.9844383991358668,B7Z5X7_WARS2,Homo sapiens K562 lysate
0.14202098531992446,49.72091216053962,1023.0589774422717,50.55446305436737,0.9858974586364321,B7Z637_ARMC8,Homo sapiens K562 lysate
0.07352463842089685,49.63635526131359,1107.327219465296,49.992937199152664,0.993713734841876,B7Z6B8_DECR1,Homo sapiens K562 lysate
0.40727394761327784,48.465313237074525,995.6547896463213,52.8174868003942,0.9697082629796037,B7Z7F1_ACAD8,Homo sapiens K562 lysate
0.1203449232997081,46.032083446062494,1066.1033548782452,46.59836906895987,0.9991597673451418,B7Z815_USP7,Homo sapiens K562 lysate
0.26276083519703924,48.07948107119026,2467.495778601377,48.813438750853955,0.9415253217116638,B7Z817_DHCR24,Homo sapiens K562 lysate
0.3951723476309346,49.73510908843995,656.4570779691658,56.43302711694989,0.928304290746593,B7ZAA0_PMS1,Homo sapiens K562 lysate
0.09485403549645965,48.7752355670463,829.6676111594375,49.395494658145395,0.9900757760093243,B7ZAR1_CCT5,Homo sapiens K562 lysate
0.059524528296136914,45.79193099749922,559.4200934565924,46.27844127036576,0.9849692483549363,B7ZBJ4_CAB39L,Homo sapiens K562 lysate
0.15670539962141733,47.96055031743066,1378.1068552190225,48.61302635615802,0.9929992805477547,B7ZC38_SH3GLB2,Homo sapiens K562 lysate
0.07595156136829345,46.46330667887235,746.1425317417179,46.94633562771324,0.996906925858116,B7ZKK9_PPP2R5E,Homo sapiens K562 lysate
0.2519498794708952,48.00548507870572,963.0659204182507,49.75869122805896,0.9852069014701265,B7ZLX3_CLASP1,Homo sapiens K562 lysate
0.2110724679596417,48.30404558636386,776.1651942784927,50.01173488614728,0.9841139416789344,B7ZLZ2_EDEM3,Homo sapiens K562 lysate
0.49721776049454397,44.20477123245111,838.0741205334476,60.886972978614914,0.945871821378578,B8Q185_GYPA,Homo sapiens K562 lysate
0.1556074932255358,48.816286897479834,1176.5279546838808,49.59805700064324,0.9913271720729601,B8ZZ50_EIF4E2,Homo sapiens K562 lysate
0.0669167073814506,49.709690374652645,880.2179308462412,50.120470981258734,0.9427100580414467,B8ZZJ9_EIF4E2,Homo sapiens K562 lysate
0.41750127132305825,50.71361052850026,2893.1572391036134,52.46339795311257,0.917596118930304,B8ZZU8_TCEB2,Homo sapiens K562 lysate
0.10863662323728626,45.07845904467728,1078.9865767493243,45.5572943305556,0.9931424834352612,B9A018_USP39,Homo sapiens K562 lysate
0.24045310185454682,50.394349848949204,870.939928602223,52.39841334325605,0.9900199611959543,C0H5X6_PEX7,Homo sapiens K562 lysate
0.3644102332207867,50.54128799457122,2581.2583382924286,51.89381332427018,0.9633562487653425,C9IZ93_UBE2F,Homo sapiens K562 lysate
0.20570510820287566,45.582628804033696,905.0497366240652,46.841870869301395,0.9860342039956865,C9J0I9_ZC3HC1,Homo sapiens K562 lysate
0.05857050889954088,43.80548593048587,607.5784765387601,44.208513152454664,0.9899990146922919,C9J2P0_UBE2E1,Homo sapiens K562 lysate
0.1917851463783074,49.742039404792806,1122.6239364144594,50.84018821720463,0.9700171155957479,C9J3Y0_TMEM98,Homo sapiens K562 lysate
0.17858901531966573,50.11499062424743,732.3421654311325,51.68789309414283,0.9925541717699006,C9J494_MKRN2,Homo sapiens K562 lysate
0.16171397404307575,46.307273859828165,1004.3369275645149,47.16684955225046,0.9963645348860845,C9J4M6_POLR2B,Homo sapiens K562 lysate
0.1760173223022657,52.47706013994209,1095.9403192440266,53.604311106416525,0.9563959174799944,C9J5C3_PDCD10,Homo sapiens K562 lysate
0.16181784446332592,50.664206266898695,504.34534442931465,52.742517822094456,0.9626953067539132,C9J5X9_FANCB,Homo sapiens K562 lysate
0.0783620498213589,48.39957377856422,739.428165608949,48.94704284530809,0.9932354431394375,C9J6B1_RALB,Homo sapiens K562 lysate
0.19542138870576475,46.1333150249265,660.0692611477583,47.79754294841605,0.9896882957780045,C9J6J1_COA1,Homo sapiens K562 lysate
0.055958789926233994,47.4749631136267,439.9542285140232,48.093284562154814,0.9684426062327757,C9J6N3_SHQ1,Homo sapiens K562 lysate
0.15304099636035068,49.99626679541863,938.2311935238002,50.989544319935405,0.9686201733732958,C9J6N9_UFD1L,Homo sapiens K562 lysate
0.3914576355990657,45.49017841266103,994.357684214159,48.91969707107142,0.9473395055920788,C9J6P4_ZC3HAV1,Homo sapiens K562 lysate
0.14040934844271385,46.753927238309345,1012.7143454341267,47.49097195302914,0.9954436195426617,C9J7E5_TNPO3,Homo sapiens K562 lysate
0.10718139233962076,46.62112371436742,654.1971231047862,47.446389701686776,0.9897564513854755,C9J8E1_MAPKAPK3,Homo sapiens K562 lysate
0.19881113791469618,45.403400052129086,1048.7100257959244,46.44272556987629,0.9836627379657867,C9J931_RHEB,Homo sapiens K562 lysate
0.04961864442014814,47.09266076542792,899.3867529109654,47.359853136523896,0.9951400080568706,C9J9K3_RPSA,Homo sapiens K562 lysate
0.09853600777609339,49.77853238494912,1561.7896553197634,50.13788659856113,0.9981314926138928,C9JA08_NMD3,Homo sapiens K562 lysate
0.23820129288280392,46.70371217447241,672.6897666393559,48.90572578671819,0.9875253639562597,C9JA28_SSR3,Homo sapiens K562 lysate
0.4904517562813531,50.342113945862714,2589.711468067491,54.64436605592398,0.9290887328349102,C9JAB2_SRSF7,Homo sapiens K562 lysate
0.32395986594691284,43.2691843124995,8894.427318792299,43.69598448470864,0.9367176440951208,C9JAX3_ZNF467,Homo sapiens K562 lysate
0.3045170883208816,44.500969014660946,734.0529689570302,47.20258522498083,0.9664651636487922,C9JBL1_SPCS1,Homo sapiens K562 lysate
0.2154095284183562,49.87120051923369,1214.1187592511553,51.05799401865788,0.9920220711389462,C9JC99_TANGO2,Homo sapiens K562 lysate
0.4083585340365754,51.031301330498344,1524.6340602199564,54.12399263352195,0.9944485836227276,C9JCC6_DRAP1,Homo sapiens K562 lysate
0.12523330905340357,45.2509310540701,1050.514322857065,45.8264425210475,0.9977072223758008,C9JDR0_NSDHL,Homo sapiens K562 lysate
0.4022573861687774,48.73005364084881,1355.5687780183703,51.79923968884141,0.9733336617939068,C9JE12_TMUB1,Homo sapiens K562 lysate
0.22796806370650835,43.01385130124632,611.0539680073454,44.9428045944841,0.9635367764495224,C9JE69_METTL8,Homo sapiens K562 lysate
0.16421125836110073,44.05775871767828,896.0777130054265,44.9404021148832,0.9344038236938601,C9JG41_ITM2C,Homo sapiens K562 lysate
