Protein,species,asymptote,mid,m,Tm,r2,ogt,organism
A6NM62,Homo sapiens K562 cell,0.38074541002945106,51.66845990349491,1067.5587594327385,55.550884948843056,0.9913646198801664,37,Homo sapiens
A6NMN0,Homo sapiens K562 cell,0.061766187544861004,48.78889399414147,901.7343286740343,49.14435789694257,0.9968270930969396,37,Homo sapiens
A6NMQ1,Homo sapiens K562 cell,0.05704879813038828,48.27144737173292,1171.3134897405712,48.522359569599004,0.9952718581029543,37,Homo sapiens
A6NMX2,Homo sapiens K562 cell,0.20850112319422448,51.26696118218881,1335.1093735321028,52.37183904974741,0.9856935069978996,37,Homo sapiens
A6NMZ7,Homo sapiens K562 cell,0.20905413550094207,52.124740538458035,1039.9177196052974,53.59465052054017,0.9875809486038998,37,Homo sapiens
A6NNM8,Homo sapiens K562 cell,0.11916437363847605,49.21025383288602,1282.4893433385741,49.738518747099356,0.9874580187588777,37,Homo sapiens
A6NNV3,Homo sapiens K562 cell,0.09325486595219457,45.82427260098698,1074.6395363344802,46.241578151585195,0.9825216749577844,37,Homo sapiens
A6NNZ2,Homo sapiens K562 cell,0.24127446762897556,53.483302251669514,1409.9274398170899,54.864109971234335,0.9709739674975949,37,Homo sapiens
A6PVN5,Homo sapiens K562 cell,0.2014622768150671,53.7935529998269,2105.178549761092,54.53825106942431,0.9613030890608755,37,Homo sapiens
A7E2V4,Homo sapiens K562 cell,0.09691147842398463,47.78834748526561,917.5188191619134,48.34085701347703,0.9965326549881347,37,Homo sapiens
A7MD48,Homo sapiens K562 cell,0.17047433859394828,52.53149859748014,1311.2141414927742,53.44057925287515,0.9836641234280745,37,Homo sapiens
A8K0B5,Homo sapiens K562 cell,0.10317815824214867,52.4198291093887,1942.3157268632876,52.756070215327654,0.9912499299799222,37,Homo sapiens
A8K2U0,Homo sapiens K562 cell,0.13727472620885783,51.31402550710149,1779.605670437178,51.80156074188751,0.9896283868763057,37,Homo sapiens
A8K7Q2,Homo sapiens K562 cell,0.0975497744636274,52.75086358269701,801.3273959374245,53.5238319494477,0.9879681923836633,37,Homo sapiens
A8K8V0,Homo sapiens K562 cell,0.09017394586550953,50.83243313717679,857.3171822913852,51.447966173908064,0.9749975351448824,37,Homo sapiens
A8MPP1,Homo sapiens K562 cell,0.07487960040276913,49.69293093192777,563.1867929810425,50.421759273962635,0.9706168376779363,37,Homo sapiens
A8MPS7,Homo sapiens K562 cell,0.10144773335081049,51.50942093071482,1034.5914128019306,52.10203787566614,0.9913475110666142,37,Homo sapiens
A8MQ07,Homo sapiens K562 cell,0.18089047747584802,53.43286049409875,1576.244174772705,54.27581655748442,0.9938700557400224,37,Homo sapiens
A8MQ11,Homo sapiens K562 cell,0.19687346113069285,52.16098991077345,886.0055372295171,53.75439877745521,0.9320812938235887,37,Homo sapiens
A8MT69,Homo sapiens K562 cell,0.1984664228555521,50.375954323330134,1238.7266174862111,51.45327244649974,0.9950365773359804,37,Homo sapiens
A8MUM1,Homo sapiens K562 cell,0.056188658829170804,52.304351451465784,1045.1808731569945,52.624692359383126,0.9928595998299652,37,Homo sapiens
A8MUS3,Homo sapiens K562 cell,0.20674237974051374,55.097963938803154,3403.4757425747252,55.612653901326304,0.9158714233474935,37,Homo sapiens
A8MVJ9,Homo sapiens K562 cell,0.0785479448848663,47.83285097543216,837.8830957324641,48.312600188867926,0.9755134846106317,37,Homo sapiens
A8MVX0,Homo sapiens K562 cell,0.22935419662598522,51.48267531060473,1358.2886417966768,52.72603577745283,0.9943236277719651,37,Homo sapiens
A8MW92,Homo sapiens K562 cell,0.10780471749672775,48.764158177542335,576.2462402359904,49.792594904609764,0.9934949858211832,37,Homo sapiens
A8MW99,Homo sapiens K562 cell,0.14429231016341415,54.140799988068466,1962.1343231606288,54.6682980063744,0.9906807439893025,37,Homo sapiens
A8MWD9,Homo sapiens K562 cell,0.3253520467036758,52.994015212793386,1620.2517022125658,54.8955160001513,0.98561193863157,37,Homo sapiens
A8MWY0,Homo sapiens K562 cell,0.232341899429209,52.5935131458573,1699.8146486855244,53.653668107506455,0.9765262553589935,37,Homo sapiens
A8MX76,Homo sapiens K562 cell,0.2583582907106517,50.775790851493284,1645.0510838273078,51.94694164634465,0.9823922877383153,37,Homo sapiens
A8MXP9,Homo sapiens K562 cell,0.07993288141453664,45.130405737301565,767.0727273759209,45.606273075071826,0.9930882491839947,37,Homo sapiens
A8MXV4,Homo sapiens K562 cell,0.13917099748577869,52.53925384440644,1932.9829391207036,53.01028068289334,0.9936098448588664,37,Homo sapiens
A8MYB1,Homo sapiens K562 cell,6.462348535570529e-26,50.93024321217818,1409.00080543598,50.930125002578606,0.9966505918142422,37,Homo sapiens
A8MYK1,Homo sapiens K562 cell,0.07691205933195629,49.766414133494216,1153.758491637713,50.13332902060727,0.9972297465173366,37,Homo sapiens
A9Z1Z3,Homo sapiens K562 cell,0.37821234025728767,54.45041081907766,2766.5027745133657,56.00978609818012,0.9330122363024325,37,Homo sapiens
B0AZT5,Homo sapiens K562 cell,0.11725366213633434,52.233020304217064,1461.3734259698247,52.74500955098062,0.9960106152312772,37,Homo sapiens
B0I1T2,Homo sapiens K562 cell,0.1399965070660868,45.90697082244373,1017.797646803004,46.61077637111065,0.9321665457747016,37,Homo sapiens
B0QY89,Homo sapiens K562 cell,0.013566453490963736,50.49641554706236,1091.2103832291093,50.565878487807566,0.9965917348478817,37,Homo sapiens
B0QY95,Homo sapiens K562 cell,0.021250090948504132,51.64259018397802,890.2085788205009,51.77615099865689,0.9839680114404613,37,Homo sapiens
B0QYD3,Homo sapiens K562 cell,0.10954479706572094,48.65877658350042,1226.6727234650587,49.14887642267804,0.9932522832270028,37,Homo sapiens
B0QYN7,Homo sapiens K562 cell,0.03905945560214826,50.93542429311046,1270.7611897843683,51.10613241961472,0.9909543736573456,37,Homo sapiens
B0QYS7,Homo sapiens K562 cell,0.017987787351451276,50.79175320775783,514.7526133961308,50.97646946852739,0.967026624261431,37,Homo sapiens
B0QZ18,Homo sapiens K562 cell,0.055445006213679364,51.18080881685878,1559.16768232056,51.38924027296452,0.9991312690157829,37,Homo sapiens
B0QZ40,Homo sapiens K562 cell,0.10979969203561545,50.03829483711376,921.2437647699496,50.7288056554433,0.9954408502304829,37,Homo sapiens
B0YIW6,Homo sapiens K562 cell,0.056299012751887346,51.163858827611705,1678.4012359409962,51.36176764145616,0.9937094814946539,37,Homo sapiens
B1AHC4,Homo sapiens K562 cell,0.3231136524404388,47.449553422019264,1053.7050665700651,49.798222268972815,0.9782036302419751,37,Homo sapiens
B1AHD1,Homo sapiens K562 cell,0.3602113496379575,51.684465022589976,1382.9675751390282,54.30047220962621,0.9913760852009134,37,Homo sapiens
B1AHD3,Homo sapiens K562 cell,0.3989004588224317,53.76523915206963,1927.845126650204,56.32010232576672,0.9733221357654709,37,Homo sapiens
B1AJZ9,Homo sapiens K562 cell,0.30094920601115427,52.85130260380862,1847.1887748371148,54.31543167118286,0.9718080979958666,37,Homo sapiens
B1AK44,Homo sapiens K562 cell,0.11375454792805025,47.890296179283254,948.9972937085058,48.53376456819933,0.996392107053774,37,Homo sapiens
B1AK53,Homo sapiens K562 cell,0.1866106808380926,49.60307884159733,814.5647189597587,51.058777569043485,0.9965928276351522,37,Homo sapiens
B1AKJ5,Homo sapiens K562 cell,0.04361521734923259,50.08255777438611,1631.462099954074,50.23250678223401,0.9995376974906074,37,Homo sapiens
B1AKR6,Homo sapiens K562 cell,0.4470632521173678,51.849102854135005,1511.707005129531,56.20788737189124,0.9993355272539286,37,Homo sapiens
B1AKZ5,Homo sapiens K562 cell,0.18644282127978368,50.062815983640206,1321.2510111149472,50.96589601057227,0.9872958656023976,37,Homo sapiens
B1AM27,Homo sapiens K562 cell,0.10965867289931482,48.93732588590603,794.2951327181618,49.703099539916984,0.9977739605360069,37,Homo sapiens
B1ANH6,Homo sapiens K562 cell,0.0483491938944152,48.295838767735056,1379.0780954095064,48.47765850802074,0.9959672991770354,37,Homo sapiens
B1AP13,Homo sapiens K562 cell,0.24389262206922843,48.32489084848104,480.20312753697016,51.82029335599073,0.9863984270134839,37,Homo sapiens
B1AP22,Homo sapiens K562 cell,0.17895014316495178,52.70529301901646,2381.183371191807,53.251859342239015,0.9322554204766723,37,Homo sapiens
B1AQP5,Homo sapiens K562 cell,0.2734393993184985,52.19245428480977,7022.4133870813575,52.610618452206644,0.9664532390925725,37,Homo sapiens
B2RTY4,Homo sapiens K562 cell,0.13751436192483132,49.49204712834788,936.0797753682502,50.36012956518757,0.9890445851640386,37,Homo sapiens
B2RXH2,Homo sapiens K562 cell,0.035183425172906777,49.831952062871444,794.1091527931577,50.0630592547147,0.9811352297107214,37,Homo sapiens
B3KS98,Homo sapiens K562 cell,0.06097899925984308,48.35494147540501,1137.4949800679165,48.63109021090387,0.9968233169193598,37,Homo sapiens
B3KSH1,Homo sapiens K562 cell,0.06638261216598033,48.22669294490023,1131.3863732830769,48.53044340797803,0.9981192759529004,37,Homo sapiens
B3KSQ1,Homo sapiens K562 cell,0.18184939392596905,51.10117598772036,2119.2734326180976,51.68421899528681,0.9971579364690103,37,Homo sapiens
B3KTM8,Homo sapiens K562 cell,0.02496332333728576,49.541344053404515,963.0669436178088,49.676754079492184,0.9964770505371789,37,Homo sapiens
B3KVN2,Homo sapiens K562 cell,0.003060939046397577,51.21635752326965,1373.451107374398,51.23378666870839,0.955471613916942,37,Homo sapiens
B3KXW5,Homo sapiens K562 cell,0.06260579198239602,48.866436711723146,1044.9336653477337,49.18047969122598,0.9979199870423672,37,Homo sapiens
B3SHH9,Homo sapiens K562 cell,0.2252523954862225,53.26039477502202,1721.8296885537463,54.28804096900514,0.9938457693969549,37,Homo sapiens
B4DDJ7,Homo sapiens K562 cell,0.30360435773054495,52.6529125093696,1972.810034378631,53.99973259286279,0.939952088098831,37,Homo sapiens
B4DI41,Homo sapiens K562 cell,0.10496004723185196,49.484510297164356,609.0554591637565,50.45879887707513,0.9746713264148279,37,Homo sapiens
B4DJ62,Homo sapiens K562 cell,0.09094414855719024,53.40699773251036,1919.9489608167814,53.7144119114192,0.9769545977103735,37,Homo sapiens
B4DJL6,Homo sapiens K562 cell,0.08695497374077432,49.54938024900549,1243.942788887215,49.93103088368971,0.9950350333381264,37,Homo sapiens
B4DMR5,Homo sapiens K562 cell,0.2780436592086829,50.77039925458133,406.0804787750264,56.51856607680119,0.9228090560220253,37,Homo sapiens
B4DNL7,Homo sapiens K562 cell,0.2522498173844665,54.09202808023531,2370.306660048889,54.9756080592027,0.9708492671647058,37,Homo sapiens
B4DR52,Homo sapiens K562 cell,0.16095453394801634,48.754021087224864,932.2499173760265,49.77399114952967,0.9960994421320681,37,Homo sapiens
B4DRL5,Homo sapiens K562 cell,0.11628185245754326,48.574697765805375,877.0326906743302,49.30749954009342,0.9921381335203361,37,Homo sapiens
B4DRM7,Homo sapiens K562 cell,0.14474546705284413,46.4661219097896,693.1566389203658,47.567016433546264,0.9946185794625246,37,Homo sapiens
B4DSS8,Homo sapiens K562 cell,0.06422604930076309,48.25594740220547,1404.989022400902,48.49527906444554,0.9701459242218639,37,Homo sapiens
B4DT31,Homo sapiens K562 cell,0.3070248721019446,51.94706417954994,1695.0673985346468,53.54527006693013,0.9567776356883998,37,Homo sapiens
B4DUT8,Homo sapiens K562 cell,0.06593663516894478,48.218908557824676,1271.6256216994066,48.48895053541971,0.9965292728077911,37,Homo sapiens
B4DXA9,Homo sapiens K562 cell,4.3918120647737313e-23,51.74620353815881,828.7748371309667,51.749102486929495,0.9821505329947967,37,Homo sapiens
B4DXP9,Homo sapiens K562 cell,0.18832549951555316,52.01458092069476,1227.5006835278396,53.083529964768836,0.9967673801449841,37,Homo sapiens
B4DXR9,Homo sapiens K562 cell,0.15706414018139722,49.50942392883075,1069.0286321161057,50.404113562623614,0.9745585729293088,37,Homo sapiens
B4DZH6,Homo sapiens K562 cell,0.03594764384363125,50.853559526891104,921.7032535480183,51.065857975919755,0.9964147164439702,37,Homo sapiens
B4E022,Homo sapiens K562 cell,0.31995935019195565,51.660441467403764,1885.7764515177919,53.172837366169624,0.9881818817227176,37,Homo sapiens
B4E0T2,Homo sapiens K562 cell,0.0650944660384382,47.30107623071895,614.3483481992196,47.81854591593313,0.9970977994626288,37,Homo sapiens
B4E0Y9,Homo sapiens K562 cell,0.04466873357249026,48.73720725305637,1087.9915535520254,48.9432242865071,0.9984949780669626,37,Homo sapiens
B5MBW9,Homo sapiens K562 cell,0.29220854861076623,51.7373470226199,2024.731366977166,52.933889953086734,0.958009635388728,37,Homo sapiens
B5MBX0,Homo sapiens K562 cell,0.24246274257351164,49.81526434954353,1431.71705339893,50.99299206308208,0.9778697473470213,37,Homo sapiens
B5MBZ0,Homo sapiens K562 cell,0.06567090644349921,49.20330258265206,1624.042910987363,49.42605792456517,0.9480138905242783,37,Homo sapiens
B5MBZ8,Homo sapiens K562 cell,9.947674046562711e-21,52.10451798417154,1016.4189540371099,52.10715972955185,0.9671572511796863,37,Homo sapiens
B5MC59,Homo sapiens K562 cell,0.147996793204159,51.70207172756019,833.4778454909296,52.85769396782489,0.9933675892974136,37,Homo sapiens
B5MCG9,Homo sapiens K562 cell,0.043721418282425976,49.12834909016496,768.5934018890111,49.42436608154751,0.9755508295843267,37,Homo sapiens
B5MCH7,Homo sapiens K562 cell,0.12111965830787702,49.72484973092294,2512.9560652417717,49.999288269131114,0.9931000506150418,37,Homo sapiens
B5MCP4,Homo sapiens K562 cell,0.4895577601282769,51.996964696057546,1846.1094419550443,58.42049457438908,0.9590930298334609,37,Homo sapiens
B5MCX3,Homo sapiens K562 cell,0.4044454720300038,53.03024665330809,1669.2414611059176,55.97764662575303,0.9966832025303337,37,Homo sapiens
B5MDF5,Homo sapiens K562 cell,0.46490234948503995,53.29814876397343,1904.537990319555,57.6421681677234,0.9948760223046991,37,Homo sapiens
B5MDU6,Homo sapiens K562 cell,0.1787052943703203,51.22805674914098,1346.15507232677,52.11332075272467,0.9924071003848297,37,Homo sapiens
B5ME19,Homo sapiens K562 cell,0.05693401823391211,48.01997238275605,1335.8404845851908,48.238823855447684,0.9958768141556671,37,Homo sapiens
B5ME49,Homo sapiens K562 cell,0.27202975530116386,55.039270757962285,2647.247600216086,55.95837469407104,0.9789862365082634,37,Homo sapiens
B5ME97,Homo sapiens K562 cell,0.17231639523964473,52.179371777550834,1876.8573320353767,52.81018026578761,0.9954908507619459,37,Homo sapiens
B7WNH4,Homo sapiens K562 cell,0.36296305391782013,52.339320824824725,941.2373218229211,56.42338809689054,0.992564395028321,37,Homo sapiens
B7WPD9,Homo sapiens K562 cell,0.3721348278182892,54.84222796750843,2939.09582434524,56.33777288427298,0.9569244470081121,37,Homo sapiens
B7WPE2,Homo sapiens K562 cell,0.07913001952827796,50.06977700059641,1153.6166211438433,50.45709518053966,0.9970684975062359,37,Homo sapiens
B7WPL0,Homo sapiens K562 cell,0.23826337134174316,48.465904761214155,907.3876981838524,50.21474673381127,0.9954802968460702,37,Homo sapiens
B7Z1P2,Homo sapiens K562 cell,0.16294411548982649,49.69319719215731,974.8214049867435,50.72318775009929,0.9921785504500339,37,Homo sapiens
B7Z2A4,Homo sapiens K562 cell,0.1468583935279387,50.94149901835427,1904.5309780270843,51.44100499926727,0.9982860217460601,37,Homo sapiens
B7Z2F4,Homo sapiens K562 cell,0.1794605746886513,54.039651203061304,1677.417177411261,54.833874518588836,0.9923362083848418,37,Homo sapiens
B7Z2R4,Homo sapiens K562 cell,0.2249602163197941,52.09284245768525,1245.6636059284224,53.44883555994178,0.97986531302055,37,Homo sapiens
B7Z4W5,Homo sapiens K562 cell,0.4188840169664374,53.33499016189885,1944.1134859540437,56.166647328354166,0.9604818965837405,37,Homo sapiens
B7Z6G2,Homo sapiens K562 cell,0.0884386775455459,47.73250682738056,1827.4065713051132,47.97663682281904,0.9987275375989987,37,Homo sapiens
B7Z6Z4,Homo sapiens K562 cell,0.15484725397188262,50.83417385185245,1221.888978520689,51.643417022553784,0.9944630129782996,37,Homo sapiens
B7Z9C2,Homo sapiens K562 cell,0.09398179302589882,50.84741874035753,1493.9026772759732,51.22098782029089,0.9536903186017603,37,Homo sapiens
B7ZBN5,Homo sapiens K562 cell,0.087374097961416,48.523937962763505,1374.5269603739237,48.85866652521723,0.9722409853099463,37,Homo sapiens
B7ZC38,Homo sapiens K562 cell,0.07679934217206237,48.550235241621166,1373.9966374455464,48.84146038596144,0.9951559925299787,37,Homo sapiens
B7ZKJ8,Homo sapiens K562 cell,0.22895498324120256,51.81191267513985,1255.321953522181,53.167856109199526,0.968034926982497,37,Homo sapiens
B8ZZ84,Homo sapiens K562 cell,0.14526852332618628,52.01747219721205,1392.0766242911507,52.70461416771627,0.9863142587566716,37,Homo sapiens
B8ZZ87,Homo sapiens K562 cell,0.28149854517082185,50.10350184778573,1140.2868065948405,51.99519774000397,0.9828634862509329,37,Homo sapiens
B8ZZ98,Homo sapiens K562 cell,0.37118376095387207,52.74597134346888,2760.6864782412376,54.19268796090892,0.9033497794467117,37,Homo sapiens
B8ZZA8,Homo sapiens K562 cell,0.057648930168035815,47.768441407074185,1004.7308857813996,48.05049570196639,0.9938722070869039,37,Homo sapiens
B8ZZD4,Homo sapiens K562 cell,0.15703384890285346,50.1431199365502,1456.0438490465342,50.81148086567259,0.989561940179382,37,Homo sapiens
